,#NCBI_GeneID,gencodeId,HGNC_ID,geneSymbol,name,refseq,RefSeq_prot,transcriptId,Ensembl_prot,MANE_status,GRCh38_chr,chr_start,chr_end,chr_strand
10245,GeneID:55565,ENSG00000102984,HGNC:28043,ZNF821,zinc finger protein 821,NM_001201552,NP_001188481.1,ENST00000425432,ENSP00000398089.1,MANE Select,16,71859685,71884182,-
10246,GeneID:55568,ENSG00000164574,HGNC:19873,GALNT10,polypeptide N-acetylgalactosaminyltransferase 10,NM_198321,NP_938080.1,ENST00000297107,ENSP00000297107.6,MANE Select,5,154190733,154420984,+
10247,GeneID:55571,ENSG00000158435,HGNC:25217,CNOT11,CCR4-NOT transcription complex subunit 11,NM_017546,NP_060016.3,ENST00000289382,ENSP00000289382.3,MANE Select,2,101252886,101270316,+
10248,GeneID:55572,ENSG00000110074,HGNC:26927,FOXRED1,FAD dependent oxidoreductase domain containing 1,NM_017547,NP_060017.1,ENST00000263578,ENSP00000263578.5,MANE Select,11,126269154,126278126,+
10249,GeneID:55573,ENSG00000091527,HGNC:26928,CDV3,CDV3 homolog,NM_017548,NP_060018.1,ENST00000264993,ENSP00000264993.3,MANE Select,3,133573686,133590261,+
10250,GeneID:55576,ENSG00000136011,HGNC:18629,STAB2,stabilin 2,NM_017564,NP_060034.9,ENST00000388887,ENSP00000373539.2,MANE Select,12,103587273,103766719,+
10251,GeneID:55577,ENSG00000124357,HGNC:17174,NAGK,N-acetylglucosamine kinase,NM_017567,NP_060037.4,ENST00000244204,ENSP00000244204.5,MANE Select,2,71068648,71079808,+
10252,GeneID:55578,ENSG00000102710,HGNC:20596,SUPT20H,"SPT20 homolog, SAGA complex component",NM_001014286,NP_001014308.2,ENST00000350612,ENSP00000218894.10,MANE Select,13,37009312,37059688,-
10253,GeneID:55582,ENSG00000165115,HGNC:18632,KIF27,kinesin family member 27,NM_017576,NP_060046.1,ENST00000297814,ENSP00000297814.2,MANE Select,9,83834099,83921432,-
10254,GeneID:55584,ENSG00000174343,HGNC:14079,CHRNA9,cholinergic receptor nicotinic alpha 9 subunit,NM_017581,NP_060051.2,ENST00000310169,ENSP00000312663.2,MANE Select,4,40335333,40355217,+
10255,GeneID:55585,ENSG00000160714,HGNC:15698,UBE2Q1,ubiquitin conjugating enzyme E2 Q1,NM_017582,NP_060052.3,ENST00000292211,ENSP00000292211.4,MANE Select,1,154548577,154558662,-
10256,GeneID:55586,ENSG00000100253,HGNC:14522,MIOX,myo-inositol oxygenase,NM_017584,NP_060054.4,ENST00000216075,ENSP00000216075.6,MANE Select,22,50486859,50490648,+
10257,GeneID:55588,ENSG00000063322,HGNC:23074,MED29,mediator complex subunit 29,NM_017592,NP_060062.2,ENST00000315588,ENSP00000314343.5,MANE Select,19,39391378,39400641,+
10258,GeneID:55589,ENSG00000138756,HGNC:18041,BMP2K,BMP2 inducible kinase,NM_198892,NP_942595.1,ENST00000502613,ENSP00000424668.2,MANE Select,4,78776350,78916365,+
10259,GeneID:55591,ENSG00000028203,HGNC:18258,VEZT,"vezatin, adherens junctions transmembrane protein",NM_017599,NP_060069.3,ENST00000436874,ENSP00000410083.1,MANE Select,12,95217807,95302799,+
10260,GeneID:55593,ENSG00000068308,HGNC:25402,OTUD5,OTU deubiquitinase 5,NM_001136157,NP_001129629.1,ENST00000376488,ENSP00000365671.3,MANE Select,X,48922024,48957607,-
10261,GeneID:55596,ENSG00000033030,HGNC:25265,ZCCHC8,zinc finger CCHC-type containing 8,NM_017612,NP_060082.2,ENST00000633063,ENSP00000488055.1,MANE Select,12,122471600,122500932,-
10262,GeneID:55599,ENSG00000185946,HGNC:18666,RNPC3,"RNA binding region (RNP1, RRM) containing 3",NM_017619,NP_060089.1,ENST00000423855,ENSP00000391432.1,MANE Select,1,103525699,103555239,+
10263,GeneID:55600,ENSG00000179914,HGNC:18259,ITLN1,intelectin 1,NM_017625,NP_060095.2,ENST00000326245,ENSP00000323587.3,MANE Select,1,160876540,160885180,-
10264,GeneID:55601,ENSG00000137628,HGNC:25942,DDX60,DExD/H-box helicase 60,NM_017631,NP_060101.3,ENST00000393743,ENSP00000377344.3,MANE Select,4,168216294,168318752,-
10265,GeneID:55602,ENSG00000168564,HGNC:24325,CDKN2AIP,CDKN2A interacting protein,NM_017632,NP_060102.1,ENST00000504169,ENSP00000427108.1,MANE Select,4,183444636,183449064,+
10266,GeneID:55603,ENSG00000112773,HGNC:18345,TENT5A,terminal nucleotidyltransferase 5A,NM_017633,NP_060103.2,ENST00000320172,ENSP00000318298.6,MANE Select,6,81745730,81752681,-
10267,GeneID:55604,ENSG00000079691,HGNC:21581,CARMIL1,capping protein regulator and myosin 1 linker 1,NM_017640,NP_060110.4,ENST00000329474,ENSP00000331983.6,MANE Select,6,25279374,25620530,+
10268,GeneID:55605,ENSG00000139116,HGNC:19349,KIF21A,kinesin family member 21A,NM_001173464,NP_001166935.1,ENST00000361418,ENSP00000354878.5,MANE Select,12,39293228,39443120,-
10269,GeneID:55607,ENSG00000158528,HGNC:14946,PPP1R9A,protein phosphatase 1 regulatory subunit 9A,NM_001166160,NP_001159632.1,ENST00000433360,ENSP00000405514.1,MANE Select,7,94907594,95296400,+
10270,GeneID:55608,ENSG00000088448,HGNC:20265,ANKRD10,ankyrin repeat domain 10,NM_017664,NP_060134.2,ENST00000267339,ENSP00000267339.2,MANE Select,13,110878540,110915069,-
10271,GeneID:55609,ENSG00000056277,HGNC:25955,ZNF280C,zinc finger protein 280C,NM_017666,NP_060136.1,ENST00000370978,ENSP00000360017.4,MANE Select,X,130202707,130268899,-
10272,GeneID:55610,ENSG00000004766,HGNC:25956,VPS50,VPS50 subunit of EARP/GARPII complex,NM_017667,NP_060137.2,ENST00000305866,ENSP00000307666.5,MANE Select,7,93232366,93361123,+
10273,GeneID:55611,ENSG00000167770,HGNC:23077,OTUB1,"OTU deubiquitinase, ubiquitin aldehyde binding 1",NM_017670,NP_060140.2,ENST00000538426,ENSP00000444357.1,MANE Select,11,63986438,63998412,+
10274,GeneID:55612,ENSG00000101311,HGNC:15889,FERMT1,fermitin family member 1,NM_017671,NP_060141.3,ENST00000217289,ENSP00000217289.4,MANE Select,20,6074845,6123030,-
10275,GeneID:55613,ENSG00000102043,HGNC:16825,MTMR8,myotubularin related protein 8,NM_017677,NP_060147.2,ENST00000374852,ENSP00000363985.3,MANE Select,X,64268081,64395452,-
10276,GeneID:55614,ENSG00000089177,HGNC:15869,KIF16B,kinesin family member 16B,NM_024704,NP_078980.3,ENST00000354981,ENSP00000347076.2,MANE Select,20,16272104,16573448,-
10277,GeneID:55615,ENSG00000186654,HGNC:31682,PRR5,proline rich 5,NM_181333,NP_851850.1,ENST00000336985,ENSP00000337464.6,MANE Select,22,44702204,44737681,+
10278,GeneID:55616,ENSG00000088280,HGNC:14987,ASAP3,"ArfGAP with SH3 domain, ankyrin repeat and PH domain 3",NM_017707,NP_060177.2,ENST00000336689,ENSP00000338769.3,MANE Select,1,23428563,23484179,-
10279,GeneID:55617,ENSG00000089123,HGNC:15859,TASP1,taspase 1,NM_017714,NP_060184.2,ENST00000337743,ENSP00000338624.4,MANE Select,20,13389394,13638932,-
10280,GeneID:55619,ENSG00000135905,HGNC:23479,DOCK10,dedicator of cytokinesis 10,NM_014689,NP_055504.2,ENST00000258390,ENSP00000258390.7,MANE Select,2,224765090,225042468,-
10281,GeneID:55620,ENSG00000178078,HGNC:30430,STAP2,signal transducing adaptor family member 2,NM_001013841,NP_001013863.1,ENST00000594605,ENSP00000471052.1,MANE Select,19,4324043,4338827,-
10282,GeneID:55621,ENSG00000104907,HGNC:25980,TRMT1,tRNA methyltransferase 1,NM_001136035,NP_001129507.1,ENST00000357720,ENSP00000350352.4,MANE Select,19,13104907,13116740,-
10283,GeneID:55622,ENSG00000018699,HGNC:25986,TTC27,tetratricopeptide repeat domain 27,NM_017735,NP_060205.3,ENST00000317907,ENSP00000313953.4,MANE Select,2,32628050,32821051,+
10284,GeneID:55623,ENSG00000066654,HGNC:23807,THUMPD1,THUMP domain containing 1,NM_017736,NP_060206.2,ENST00000396083,ENSP00000379392.2,MANE Select,16,20733664,20741818,-
10285,GeneID:55624,ENSG00000085998,HGNC:19139,POMGNT1,"protein O-linked mannose N-acetylglucosaminyltransferase 1 (beta 1,2-)",NM_017739,NP_060209.4,ENST00000371984,ENSP00000361052.3,MANE Select,1,46188683,46198434,-
10286,GeneID:55625,ENSG00000153786,HGNC:18459,ZDHHC7,zinc finger DHHC-type palmitoyltransferase 7,NM_017740,NP_060210.2,ENST00000313732,ENSP00000315604.5,MANE Select,16,84974175,85011535,-
10287,GeneID:55626,ENSG00000110497,HGNC:25990,AMBRA1,autophagy and beclin 1 regulator 1,NM_001387011,NP_001373940.1,ENST00000683756,ENSP00000508322.1,MANE Select,11,46396414,46594023,-
10288,GeneID:55627,ENSG00000136699,HGNC:32949,SMPD4,sphingomyelin phosphodiesterase 4,NM_017951,NP_060421.3,ENST00000680298,ENSP00000506463.1,MANE Select,2,130151408,130181602,-
10289,GeneID:55628,ENSG00000215421,HGNC:19904,ZNF407,zinc finger protein 407,NM_017757,NP_060227.2,ENST00000299687,ENSP00000299687.4,MANE Select,18,74597870,75065671,+
10290,GeneID:55629,ENSG00000189266,HGNC:23158,PNRC2,proline rich nuclear receptor coactivator 2,NM_017761,NP_060231.1,ENST00000334351,ENSP00000334840.7,MANE Select,1,23959828,23963462,+
10291,GeneID:55630,ENSG00000147804,HGNC:17129,SLC39A4,solute carrier family 39 member 4,NM_130849,NP_570901.3,ENST00000301305,ENSP00000301305.4,MANE Select,8,144412414,144416844,-
10292,GeneID:55631,ENSG00000066557,HGNC:26004,LRRC40,leucine rich repeat containing 40,NM_017768,NP_060238.3,ENST00000370952,ENSP00000359990.3,MANE Select,1,70144805,70205579,-
10293,GeneID:55632,ENSG00000092140,HGNC:20338,G2E3,G2/M-phase specific E3 ubiquitin protein ligase,NM_017769,NP_060239.2,ENST00000206595,ENSP00000206595.6,MANE Select,14,30559158,30620064,+
10294,GeneID:55633,ENSG00000065491,HGNC:21602,TBC1D22B,TBC1 domain family member 22B,NM_017772,NP_060242.2,ENST00000373491,ENSP00000362590.3,MANE Select,6,37257772,37332970,+
10295,GeneID:55634,ENSG00000147121,HGNC:26007,KRBOX4,KRAB box domain containing 4,NM_001129898,NP_001123370.1,ENST00000344302,ENSP00000345797.4,MANE Select,X,46447297,46474639,+
10296,GeneID:55635,ENSG00000024526,HGNC:22949,DEPDC1,DEP domain containing 1,NM_001114120,NP_001107592.1,ENST00000456315,ENSP00000412292.2,MANE Select,1,68474152,68497082,-
10297,GeneID:55636,ENSG00000171316,HGNC:20626,CHD7,chromodomain helicase DNA binding protein 7,NM_017780,NP_060250.2,ENST00000423902,ENSP00000392028.1,MANE Select,8,60678740,60868028,+
10298,GeneID:55638,ENSG00000147642,HGNC:26011,SYBU,syntabulin,NM_001099754,NP_001093224.1,ENST00000276646,ENSP00000276646.9,MANE Select,8,109573978,109644822,-
10299,GeneID:55640,ENSG00000119686,HGNC:20105,FLVCR2,FLVCR heme transporter 2,NM_017791,NP_060261.2,ENST00000238667,ENSP00000238667.4,MANE Select,14,75578620,75648167,+
10300,GeneID:55643,ENSG00000133243,HGNC:15504,BTBD2,BTB domain containing 2,NM_017797,NP_060267.2,ENST00000255608,ENSP00000255608.3,MANE Select,19,1985448,2015714,-
10301,GeneID:55644,ENSG00000092094,HGNC:18028,OSGEP,O-sialoglycoprotein endopeptidase,NM_017807,NP_060277.1,ENST00000206542,ENSP00000206542.4,MANE Select,14,20446401,20454812,-
10302,GeneID:55646,ENSG00000145220,HGNC:26021,LYAR,Ly1 antibody reactive,NM_017816,NP_060286.1,ENST00000343470,ENSP00000345917.4,MANE Select,4,4267701,4290154,-
10303,GeneID:55647,ENSG00000139832,HGNC:18260,RAB20,"RAB20, member RAS oncogene family",NM_017817,NP_060287.1,ENST00000267328,ENSP00000267328.3,MANE Select,13,110523066,110561722,-
10304,GeneID:55650,ENSG00000060642,HGNC:26031,PIGV,phosphatidylinositol glycan anchor biosynthesis class V,NM_017837,NP_060307.2,ENST00000674202,ENSP00000501479.1,MANE Select,1,26787950,26800659,+
10305,GeneID:55651,ENSG00000145912,HGNC:14377,NHP2,NHP2 ribonucleoprotein,NM_017838,NP_060308.1,ENST00000274606,ENSP00000274606.4,MANE Select,5,178149463,178153885,-
10306,GeneID:55652,ENSG00000211584,HGNC:26035,SLC48A1,solute carrier family 48 member 1,NM_017842,NP_060312.2,ENST00000442218,ENSP00000415998.2,MANE Select,12,47773238,47782751,+
10307,GeneID:55653,ENSG00000124243,HGNC:14367,BCAS4,breast carcinoma amplified sequence 4,NM_198799,NP_942094.3,ENST00000371608,ENSP00000360669.3,MANE Select,20,50795061,50877177,+
10308,GeneID:55654,ENSG00000135956,HGNC:26038,TMEM127,transmembrane protein 127,NM_017849,NP_060319.1,ENST00000258439,ENSP00000258439.3,MANE Select,2,96248514,96265997,-
10309,GeneID:55655,ENSG00000022556,HGNC:22948,NLRP2,NLR family pyrin domain containing 2,NM_017852,NP_060322.1,ENST00000448584,ENSP00000409370.2,MANE Select,19,54966374,55001138,+
10310,GeneID:55656,ENSG00000164941,HGNC:26048,INTS8,integrator complex subunit 8,NM_017864,NP_060334.2,ENST00000523731,ENSP00000430338.1,MANE Select,8,94823287,94881746,+
10311,GeneID:55657,ENSG00000171163,HGNC:26049,ZNF692,zinc finger protein 692,NM_017865,NP_060335.2,ENST00000306601,ENSP00000305483.5,MANE Select,1,248850008,248859085,-
10312,GeneID:55658,ENSG00000070423,HGNC:21151,RNF126,ring finger protein 126,NM_194460,NP_919442.1,ENST00000292363,ENSP00000292363.3,MANE Select,19,647526,663214,-
10313,GeneID:55659,ENSG00000083817,HGNC:20645,ZNF416,zinc finger protein 416,NM_017879,NP_060349.1,ENST00000196489,ENSP00000196489.2,MANE Select,19,57571566,57578911,-
10314,GeneID:55661,ENSG00000124228,HGNC:15837,DDX27,DEAD-box helicase 27,NM_017895,NP_060365.8,ENST00000618172,ENSP00000482680.1,MANE Select,20,49219416,49244073,+
10315,GeneID:55662,ENSG00000166135,HGNC:17113,HIF1AN,hypoxia inducible factor 1 subunit alpha inhibitor,NM_017902,NP_060372.2,ENST00000299163,ENSP00000299163.4,MANE Select,10,100535943,100559998,+
10316,GeneID:55663,ENSG00000083838,HGNC:21036,ZNF446,zinc finger protein 446,NM_017908,NP_060378.1,ENST00000594369,ENSP00000472802.1,MANE Select,19,58476352,58481230,+
10317,GeneID:55664,ENSG00000106993,HGNC:17179,CDC37L1,cell division cycle 37 like 1,NM_017913,NP_060383.2,ENST00000381854,ENSP00000371278.3,MANE Select,9,4679569,4708399,+
10318,GeneID:55665,ENSG00000106608,HGNC:30890,URGCP,upregulator of cell proliferation,NM_001077663,NP_001071131.1,ENST00000453200,ENSP00000396918.1,MANE Select,7,43875913,43906596,-
10319,GeneID:55666,ENSG00000182446,HGNC:18261,NPLOC4,"NPL4 homolog, ubiquitin recognition factor",NM_017921,NP_060391.2,ENST00000331134,ENSP00000331487.5,MANE Select,17,81556887,81637112,-
10320,GeneID:55667,ENSG00000137145,HGNC:26079,DENND4C,DENN domain containing 4C,NM_001330640,NP_001317569.1,ENST00000434457,ENSP00000473469.1,MANE Select,9,19230693,19374281,+
10321,GeneID:55668,ENSG00000089916,HGNC:20210,GPATCH2L,G-patch domain containing 2 like,NM_017926,NP_060396.2,ENST00000261530,ENSP00000261530.7,MANE Select,14,76151922,76214343,+
10322,GeneID:55669,ENSG00000171109,HGNC:18262,MFN1,mitofusin 1,NM_033540,NP_284941.2,ENST00000471841,ENSP00000420617.1,MANE Select,3,179347709,179394936,+
10323,GeneID:55670,ENSG00000215193,HGNC:22965,PEX26,peroxisomal biogenesis factor 26,NM_001127649,NP_001121121.1,ENST00000399744,ENSP00000382648.4,MANE Select,22,18077990,18105396,+
10324,GeneID:55671,ENSG00000100796,HGNC:20219,PPP4R3A,protein phosphatase 4 regulatory subunit 3A,NM_001366432,NP_001353361.1,ENST00000554943,ENSP00000450883.1,MANE Select,14,91457508,91510310,-
10325,GeneID:55676,ENSG00000152683,HGNC:19305,SLC30A6,solute carrier family 30 member 6,NM_017964,NP_060434.2,ENST00000282587,ENSP00000282587.5,MANE Select,2,32165864,32224379,+
10326,GeneID:55677,ENSG00000163166,HGNC:25467,IWS1,"interacts with SUPT6H, CTD assembly factor 1",NM_017969,NP_060439.2,ENST00000295321,ENSP00000295321.4,MANE Select,2,127480812,127526489,-
10327,GeneID:55679,ENSG00000072163,HGNC:16084,LIMS2,LIM zinc finger domain containing 2,NM_001161403,NP_001154875.1,ENST00000355119,ENSP00000347240.4,MANE Select,2,127638426,127675530,-
10328,GeneID:55680,ENSG00000204130,HGNC:19761,RUFY2,RUN and FYVE domain containing 2,NM_001330103,NP_001317032.1,ENST00000602465,ENSP00000473462.1,MANE Select,10,68343408,68407277,-
10329,GeneID:55681,ENSG00000136021,HGNC:19286,SCYL2,SCY1 like pseudokinase 2,NM_017988,NP_060458.3,ENST00000360820,ENSP00000354061.2,MANE Select,12,100267177,100341715,+
10330,GeneID:55683,ENSG00000114982,HGNC:25473,KANSL3,KAT8 regulatory NSL complex subunit 3,NM_001115016,NP_001108488.1,ENST00000431828,ENSP00000396749.1,MANE Select,2,96593172,96638312,-
10331,GeneID:55684,ENSG00000196642,HGNC:24703,RABL6,"RAB, member RAS oncogene family like 6",NM_024718,NP_078994.3,ENST00000311502,ENSP00000311134.7,MANE Select,9,136807948,136841187,+
10332,GeneID:55686,ENSG00000118242,HGNC:25478,MREG,melanoregulin,NM_018000,NP_060470.2,ENST00000263268,ENSP00000263268.6,MANE Select,2,215942584,216013551,-
10333,GeneID:55687,ENSG00000100416,HGNC:25481,TRMU,tRNA mitochondrial 2-thiouridylase,NM_018006,NP_060476.2,ENST00000645190,ENSP00000496496.1,MANE Select,22,46335714,46357340,+
10334,GeneID:55689,ENSG00000163872,HGNC:25489,YEATS2,YEATS domain containing 2,NM_018023,NP_060493.3,ENST00000305135,ENSP00000306983.5,MANE Select,3,183697797,183812624,+
10335,GeneID:55690,ENSG00000175115,HGNC:30032,PACS1,phosphofurin acidic cluster sorting protein 1,NM_018026,NP_060496.2,ENST00000320580,ENSP00000316454.4,MANE Select,11,66070272,66244744,+
10336,GeneID:55691,ENSG00000151474,HGNC:25491,FRMD4A,FERM domain containing 4A,NM_018027,NP_060497.3,ENST00000357447,ENSP00000350032.2,MANE Select,10,13643706,14330924,-
10337,GeneID:55692,ENSG00000007392,HGNC:6723,LUC7L,LUC7 like,NM_201412,NP_958815.1,ENST00000293872,ENSP00000293872.8,MANE Select,16,188990,229449,-
10338,GeneID:55693,ENSG00000186280,HGNC:25498,KDM4D,lysine demethylase 4D,NM_018039,NP_060509.2,ENST00000335080,ENSP00000334181.5,MANE Select,11,94973709,94999519,+
10339,GeneID:55695,ENSG00000130305,HGNC:16385,NSUN5,NOP2/Sun RNA methyltransferase 5,NM_148956,NP_683759.1,ENST00000438747,ENSP00000388464.2,MANE Select,7,73302516,73308826,-
10340,GeneID:55696,ENSG00000086589,HGNC:25503,RBM22,RNA binding motif protein 22,NM_018047,NP_060517.1,ENST00000199814,ENSP00000199814.4,MANE Select,5,150690792,150701062,-
10341,GeneID:55697,ENSG00000103043,HGNC:25507,VAC14,VAC14 component of PIKFYVE complex,NM_018052,NP_060522.3,ENST00000261776,ENSP00000261776.5,MANE Select,16,70687439,70801158,-
10342,GeneID:55698,ENSG00000157927,HGNC:22226,RADIL,Rap associating with DIL domain,NM_018059,NP_060529.4,ENST00000399583,ENSP00000382492.3,MANE Select,7,4797055,4883716,-
10343,GeneID:55699,ENSG00000067704,HGNC:29685,IARS2,"isoleucyl-tRNA synthetase 2, mitochondrial",NM_018060,NP_060530.3,ENST00000366922,ENSP00000355889.2,MANE Select,1,220094132,220148041,+
10344,GeneID:55700,ENSG00000116871,HGNC:25514,MAP7D1,MAP7 domain containing 1,NM_001388490,NP_001375419.1,ENST00000474796,ENSP00000507044.1,MANE Select,1,36156160,36180849,+
10345,GeneID:55701,ENSG00000165801,HGNC:25516,ARHGEF40,Rho guanine nucleotide exchange factor 40,NM_018071,NP_060541.3,ENST00000298694,ENSP00000298694.4,MANE Select,14,21070304,21090248,+
10346,GeneID:55702,ENSG00000105248,HGNC:25518,YJU2,YJU2 splicing factor homolog,NM_018074,NP_060544.2,ENST00000262962,ENSP00000262962.6,MANE Select,19,4247080,4269088,+
10347,GeneID:55703,ENSG00000013503,HGNC:30348,POLR3B,RNA polymerase III subunit B,NM_018082,NP_060552.4,ENST00000228347,ENSP00000228347.4,MANE Select,12,106357748,106510198,+
10348,GeneID:55704,ENSG00000115355,HGNC:25523,CCDC88A,coiled-coil domain containing 88A,NM_001365480,NP_001352409.1,ENST00000436346,ENSP00000410608.1,MANE Select,2,55287842,55419856,-
10349,GeneID:55705,ENSG00000198700,HGNC:19425,IPO9,importin 9,NM_018085,NP_060555.2,ENST00000361565,ENSP00000354742.4,MANE Select,1,201829157,201884291,+
10350,GeneID:55706,ENSG00000058804,HGNC:25525,NDC1,NDC1 transmembrane nucleoporin,NM_018087,NP_060557.3,ENST00000371429,ENSP00000360483.3,MANE Select,1,53765478,53838296,-
10351,GeneID:55707,ENSG00000157191,HGNC:25528,NECAP2,NECAP endocytosis associated 2,NM_018090,NP_060560.1,ENST00000337132,ENSP00000338746.5,MANE Select,1,16440724,16460078,+
10352,GeneID:55709,ENSG00000123444,HGNC:23761,KBTBD4,kelch repeat and BTB domain containing 4,NM_018095,NP_060565.4,ENST00000430070,ENSP00000415106.2,MANE Select,11,47572197,47578970,-
10353,GeneID:55711,ENSG00000064763,HGNC:25531,FAR2,fatty acyl-CoA reductase 2,NM_001271783,NP_001258712.1,ENST00000536681,ENSP00000443291.2,MANE Select,12,29149278,29335616,+
10354,GeneID:55714,ENSG00000218336,HGNC:29944,TENM3,teneurin transmembrane protein 3,NM_001080477,NP_001073946.1,ENST00000511685,ENSP00000424226.1,MANE Select,4,182243402,182803024,+
10355,GeneID:55716,ENSG00000139636,HGNC:18268,LMBR1L,limb development membrane protein 1 like,NM_018113,NP_060583.2,ENST00000267102,ENSP00000267102.8,MANE Select,12,49097139,49110847,-
10356,GeneID:55717,ENSG00000120008,HGNC:13831,WDR11,WD repeat domain 11,NM_018117,NP_060587.8,ENST00000263461,ENSP00000263461.5,MANE Select,10,120851362,120909524,+
10357,GeneID:55718,ENSG00000058600,HGNC:30347,POLR3E,RNA polymerase III subunit E,NM_018119,NP_060589.1,ENST00000299853,ENSP00000299853.5,MANE Select,16,22297409,22335096,+
10358,GeneID:55719,ENSG00000119906,HGNC:17814,SLF2,SMC5-SMC6 complex localization factor 2,NM_018121,NP_060591.3,ENST00000238961,ENSP00000238961.3,MANE Select,10,100912963,100965134,+
10359,GeneID:55720,ENSG00000167721,HGNC:25542,TSR1,TSR1 ribosome maturation factor,NM_018128,NP_060598.3,ENST00000301364,ENSP00000301364.4,MANE Select,17,2322396,2336457,-
